county_fips,gisjoin,state,county_name,election_year,total_population,median_age,pct_white,pct_black,pct_asian,pct_two_or_more_races,pct_hispanic,pct_non_hispanic_white,pct_hs_or_higher,pct_bachelors_plus,pct_no_hs_diploma,pct_below_poverty,median_household_income,pct_income_under_25k,pct_income_50k_100k,pct_income_over_100k,unemployment_rate,pct_owner_occupied,pct_renter_occupied,median_gross_rent,median_home_value,pct_drive_alone,pct_carpool,pct_public_transit,pct_work_from_home,pct_family_households,pct_married_couple,pct_living_alone,land_area_sqmi,population_density
26021,G2600210,MI,Berrien County,2016,155134,41.7,78.28006755450126,14.816223393969086,1.8828883416916988,2.9812935913468355,5.049183286706976,75.30586460737169,89.07125812941563,26.76273803396809,10.928741870584382,17.88685303366016,45980,26.63209273947529,28.828553996339227,17.90404932404226,7.826664012210498,69.91104974149835,30.08895025850165,689,137000,82.30254115858116,8.252185864257099,0.5760739246132702,4.4740766733924024,65.50207122443081,47.879001958832404,29.440287723579843,567.795,273.2218494350954
26023,G2600230,MI,Branch County,2016,43603,40.8,94.25039561498062,2.3025938582207646,0.42657615301699425,1.6925440910029126,4.334564135495264,91.14739811480861,88.06474266795973,13.627395244624285,11.935257332040264,17.88696834336764,46428,24.37647350787939,34.07991065889068,12.278198287628737,5.526009218457174,76.8147412830376,23.185258716962405,694,95200,82.31381528731873,8.984843528513792,0.381637771235416,5.064878421110021,67.73793274599826,53.71013773421019,26.21292964387641,506.411,86.10200015402509
26025,G2600250,MI,Calhoun County,2016,134691,40.0,82.38560854103095,10.81215522937687,2.0276039230535075,3.5347573334521236,4.832542634622952,78.67415046291141,90.57190583994549,20.75081873530123,9.42809416005451,17.004150709748437,44681,26.76448981898322,30.305713047900696,14.920228295880502,8.45628890082462,69.60952363013052,30.39047636986946,697,99400,81.96530569071292,10.064522953247304,0.8144700655807067,3.143290318031169,63.69304375671043,44.41598071163518,31.02337584056961,706.259,190.7104900610116
26027,G2600270,MI,Cass County,2016,51795,44.6,88.5799787624288,4.79969108987354,0.7684139395694565,3.2802394053480066,3.4752389226759344,86.66087460179554,87.80581248973783,17.374527940452083,12.194187510262164,14.861813935383417,47991,22.844018571569695,32.59903190753729,15.400572952682012,8.939509187717682,81.08762224636965,18.912377753630345,702,128200,84.02012783897729,9.474590869939707,0.11786572374087674,4.297565619475044,69.13958312753137,54.92936876420033,25.832263163093945,490.125,105.67712318286152
26029,G2600290,MI,Charlevoix County,2016,26172,47.3,95.0099342809109,0.34769983188139997,0.38590860461561977,2.579092159559835,1.723215650313312,94.07764022619594,92.69164083434036,28.49787211684968,7.308359165659644,12.44568590937306,48603,22.41238793806031,31.658063931902564,17.006248302091823,7.51815129986728,80.17748800144888,19.822511998551118,670,155100,80.10331467929402,11.269909599655618,0.7834696513129574,5.441239776151528,65.08195236801593,53.0471792085484,29.475685954903557,416.33,62.8635937837773
26031,G2600310,MI,Cheboygan County,2016,25579,49.6,93.2718245435709,0.7349779115680832,0.37139841276046753,3.541968020641933,1.2666640603620156,92.26709410062942,88.8362898611039,18.259376788222443,11.163710138896114,18.64373191708612,41023,29.57532409476978,29.611086276262853,10.174340634778721,12.59889920880633,81.78810907465356,18.211890925346445,643,113300,79.09705648369133,12.11217183770883,0.9844868735083532,4.972155926809864,66.58918194009834,52.99955297273134,28.976307554760837,715.279,35.760870932880735
26033,G2600330,MI,Chippewa County,2016,38330,39.8,71.4062092355857,6.689277328463344,1.0044351682755022,6.0709626924080355,1.6671014870858334,70.44351682755023,89.52550460105275,19.710682773507024,10.47449539894725,17.672896645244972,42287,29.960445882775982,31.902193455591515,11.024811218985976,10.08213307939531,69.03272204243078,30.967277957569216,620,109700,76.82008925597815,12.122826883367747,0.7326983281156332,3.4436821421434756,61.74757281553398,48.15533980582524,30.895361380798274,1558.513,24.593955905404705
26035,G2600350,MI,Clare County,2016,30608,46.5,96.44537375849451,0.5096706743335077,0.25483533716675383,2.081155253528489,1.8622582331416622,95.08625196027182,84.08098987626546,11.37007874015748,15.919010123734534,24.198260407675455,34911,34.56417402074624,25.50704443412293,8.871342313051557,12.456382374421814,81.91670537234866,18.083294627651338,600,83300,80.38204393505252,8.061127029608404,1.2893982808022924,6.141356255969437,64.49914847499613,48.88527635856944,30.639417866542807,564.367,54.2342128437701
26037,G2600370,MI,Clinton County,2016,77245,40.4,93.91287461971649,1.5185448896368696,1.5871577448378538,2.4558223833257817,4.353679849828468,90.35406822448054,93.68780975066272,30.711898267317224,6.312190249337278,11.353660294291068,62646,16.16584252567516,34.73149140703344,25.958712265292718,5.2546003561566055,79.81949583318925,20.18050416681075,778,160000,84.4788498755875,7.586397567044512,1.0810063588609344,4.669615703621786,70.38625125350116,58.573947923510495,23.275355302742142,567.349,136.15076434434536
26039,G2600390,MI,Crawford County,2016,13840,49.7,96.19942196531792,0.5057803468208093,0.6719653179190752,1.7991329479768787,1.7630057803468209,95.2528901734104,87.98062953995156,16.677966101694917,12.019370460048426,17.163518299881936,41034,27.852902374670187,32.75065963060686,8.756596306068602,10.935622317596566,79.86477572559367,20.135224274406333,709,93500,75.91510903426791,14.447040498442368,0.4478193146417445,4.147196261682243,64.9736147757256,51.61609498680739,28.759894459102902,556.415,24.873520663533515
26041,G2600410,MI,Delta County,2016,36570,46.6,94.08258135083402,0.24883784522832922,0.25977577249111294,3.2239540607054966,1.140278917145201,93.46458846048674,92.58825750424768,20.5776854823485,7.411742495752313,16.5721434528774,42353,29.57132018209408,31.16464339908953,12.08902377339403,7.54405610891731,78.35103692463329,21.648963075366716,566,103900,80.5347732743478,10.649925183787651,0.6570815171426713,3.3894997072409083,63.44840667678301,49.70283257460799,31.284774911482042,1171.094,31.227211479181005
26043,G2600430,MI,Dickinson County,2016,25889,46.5,96.59314766889413,0.5407702112866468,0.5369075669203136,1.5952721232956082,1.3364749507512843,95.80130557379583,93.61905774752739,23.402105710943317,6.380942252472615,14.614598884261806,43373,27.84787472035794,29.879194630872487,14.120805369127517,6.872852233676976,79.48098434004474,20.519015659955254,667,88100,85.33394327538883,8.508691674290942,0.18298261665141813,2.442817932296432,65.93288590604027,51.49888143176734,29.85234899328859,760.95,34.02194625139628
26045,G2600450,MI,Eaton County,2016,108544,41.0,87.08081515330188,6.18919516509434,1.898769162735849,2.8421653891509435,5.160119398584905,83.66745283018868,93.61860762358705,25.227336271285733,6.381392376412946,11.142648381294965,56472,18.422610913728704,36.064042998997905,20.089733078254532,6.728985300413871,71.04627858249066,28.953721417509335,794,137300,84.58992133343718,9.04081314744139,0.9268634628865177,2.8059038865955293,64.6966384257994,50.063769700282414,29.725790288785642,575.209,188.70358426241594
26047,G2600470,MI,Emmet County,2016,33091,44.8,92.55688857997643,0.6648333383699495,0.5711522770541839,3.5205947236408695,1.5291166782508838,91.43573781390711,93.96239143266718,32.88219917362341,6.0376085673328275,10.549978444293897,51096,21.85378959276018,34.1487556561086,17.442024886877828,7.511627906976743,74.5475113122172,25.452488687782804,774,166100,78.05674758214309,10.22225068852879,0.23698200217767246,5.207199128931019,65.20786199095022,53.238122171945705,27.85633484162896,467.546,70.77592365243206
26049,G2600490,MI,Genesee County,2016,413090,39.9,74.83744462465806,20.242562153525867,0.9847732939553124,3.0099978212980223,3.2501391948485803,72.48710934663148,89.64848589311299,19.903332722878762,10.351514106887006,20.912537272441934,43246,28.408243305021536,28.650056543394047,14.756622795409157,11.98731557872672,69.32159957652607,30.678400423473928,720,91800,84.61178379727873,9.11996005492448,1.27137685682187,3.044563724878292,64.34818700223768,43.031327446404084,29.88137917759438,636.944,648.5499510161019
26051,G2600510,MI,Gladwin County,2016,25367,49.1,97.3863681160563,0.34690739937714354,0.4927661922970789,1.0288958095163008,1.3955138565853276,96.35353017700162,85.13376408394298,13.392428045068616,14.86623591605703,20.330940988835724,39629,30.107030817494003,28.538475733530174,9.402103709171433,9.335131210455346,83.79774866211478,16.20225133788522,602,95700,81.93164586492476,8.550099148489444,0.571561880321941,3.3127260002332903,65.1688503413914,51.94685366303746,30.27311312050194,501.787,50.55332242565073
26053,G2600530,MI,Gogebic County,2016,15650,48.5,90.50479233226837,4.523961661341853,0.5431309904153354,1.8019169329073481,1.2012779552715656,89.7891373801917,92.74010587345602,17.544744139147973,7.259894126543988,20.62118848390299,35833,35.18685955394816,25.919228450874023,9.719710669077758,8.488645262333595,77.99879445449066,22.001205545509343,514,69800,78.90132960111967,11.091672498250524,0.9097270818754375,2.589223233030091,58.49909584086799,44.95177817962628,35.92525617842073,1102.136,14.199699492621601
26055,G2600550,MI,Grand Traverse County,2016,90715,42.5,94.61610538499697,1.276525381689908,0.6547979937165849,1.7152620845505153,2.6213966819158907,92.67375847434273,94.45620432317176,31.671327698892167,5.543795676828232,9.801566165387971,55597,19.284194018147193,36.54643217206228,19.83869160972331,5.8485299981113466,76.5430715805982,23.456928419401816,872,173900,81.2532448477461,9.169093248459403,0.9322588654883637,4.449109500914201,64.2040999215862,50.912960681079866,29.351965946006498,464.336,195.36499431446194
26057,G2600570,MI,Gratiot County,2016,41676,39.2,91.30194836356657,5.679527785775986,0.26394087724349746,1.8499856032248776,5.633937997888474,86.84614646319224,89.56121726822363,14.253361641896673,10.438782731776362,18.994865498381515,42145,29.48848583656002,29.875687792948845,12.743699476937708,7.987183221672008,73.60912981455064,26.390870185449355,628,89000,80.10282776349614,8.798200514138818,0.11568123393316196,6.195372750642673,66.75497588479044,50.044154609061884,27.647578289518375,568.383,73.32379750977773
26059,G2600590,MI,Hillsdale County,2016,46024,41.9,97.10585781331478,0.621414913957935,0.27594298626803404,1.5535372848948374,2.1184599339475056,95.26334086563531,87.060406123887,16.674140029466404,12.939593876112998,18.616338028169015,44458,27.741209563994374,31.51054852320675,12.438818565400844,7.598959838197053,77.13080168776372,22.869198312236286,678,99400,79.97336174746937,9.413958444326052,0.2823654768247203,4.587107085775173,66.81293952180029,53.783403656821385,28.337552742616033,598.152,76.94365311827093
26061,G2600610,MI,Houghton County,2016,36565,33.0,93.48830849172705,0.7712293176534938,2.9755230411595788,2.0347326678517708,1.4467386845343908,92.49282100369206,92.0158656089594,30.96126924871675,7.984134391040596,22.774526076701317,39080,33.39064135147257,27.784422185677975,12.31873224697264,7.39861276010748,69.46479294363881,30.53520705636119,644,96100,72.02083333333333,10.930555555555555,0.8750000000000001,4.444444444444445,57.6992076543579,46.55404395275826,31.738675437285096,1009.103,36.2351514166542
26063,G2600630,MI,Huron County,2016,32021,48.3,97.38296742762562,0.39036882046157206,0.6120983104837451,0.8713032072702289,2.1798194934574187,95.56228724899285,88.6923240484797,14.91813735913247,11.307675951520306,13.945157711206214,43082,26.33777457688153,31.5304285199856,11.458408354339216,6.6056027278197496,81.23874684911775,18.761253150882247,597,93000,82.53642820531596,8.398623416562936,0.4246906348392766,4.049205535622757,65.33669427439683,52.72596326971553,31.134317608930502,836.018,38.30180689889452
26065,G2600650,MI,Ingham County,2016,284559,31.6,75.21673888367614,11.176592551983946,5.8072315407349615,5.633278160240934,7.548522450528713,70.95892240273545,92.33657931699175,37.725303980394806,7.663420683008246,22.227859518574892,46842,27.692183084648754,28.889108875249736,18.436256952068973,8.885421640561425,57.74851959178531,42.25148040821469,809,119100,76.32437364559176,9.057521955670456,3.367676690871764,3.8657187393073036,54.83899998200111,38.4933134145683,32.943357511834265,556.081,511.7222131308209
26067,G2600670,MI,Ionia County,2016,64126,38.2,91.17206749212488,3.730156254873218,0.30252939525309547,3.198390668371643,4.637744440632504,88.36665315160778,89.31691084715996,15.600591579239268,10.683089152840044,14.306634937012197,50037,22.22222222222222,36.10550396985601,13.932624590678689,8.154245808171115,77.35163504238999,22.648364957610013,699,113100,80.36318520189488,12.091134671779834,0.5188360027069705,3.3724340175953076,70.5961512582425,53.388956174583946,23.88193603373256,571.32,112.24182594692991
26069,G2600690,MI,Iosco County,2016,25373,52.1,96.18492097899342,0.701533125763607,0.603003192369842,1.3991250541914633,1.9627162732037993,94.46655894060616,88.38937871642403,16.254869797006357,11.610621283575968,16.891620470796177,38900,28.955847774971698,26.65679700426718,8.856570582600366,11.506876422281586,79.51754767917791,20.482452320822084,607,85500,81.46112447039964,10.649261422191687,0.12595900606893393,3.4352456200618344,61.56056779587216,47.96655926151703,32.94435252111818,549.477,46.176637056692094
26071,G2600710,MI,Iron County,2016,11393,53.5,96.0063196699728,0.552971122619152,0.4564206091459668,1.2376020363381024,1.6676906872641097,95.2339155621873,91.67601525689926,18.14000448732331,8.32398474310074,17.225182910306206,33137,38.122569894463986,26.402518052212553,7.017219033512312,7.693947144075021,82.54027032031105,17.459729679688945,504,74800,81.61920451871029,8.825606024947048,0.18827959519887033,5.507178159566957,54.897241251620066,43.454915756341414,39.9000185150898,1166.096,9.770207598688273
26073,G2600730,MI,Isabella County,2016,70574,27.0,88.48159378808059,2.486751494884802,1.6705869016918413,4.233853827188483,3.702496670161816,86.08977810525123,91.50227211975408,28.19299652499332,8.497727880245924,28.77306935640009,40706,33.291518290708964,27.322758174166395,14.110553577209453,9.931323103337268,60.946099061184846,39.05390093881515,705,127100,77.38087724834332,8.034080151467341,1.12969390975071,4.521931208583149,55.73000971188087,40.53496277112334,27.302525089025576,572.7,123.23031255456608
26075,G2600750,MI,Jackson County,2016,159483,40.8,87.46951085695655,8.564549199601212,0.7116745985465536,2.207131794611338,3.3276273960234004,85.06611989992663,89.76731018611532,20.585925371226097,10.232689813884678,16.741013208493563,47709,26.013519069782742,31.855336085390523,16.36432412874365,8.9474047964614,72.39774353239149,27.602256467608505,723,115700,82.07763435235472,10.469713986799391,0.5707955751803929,3.389387202486269,66.14476259395096,47.97131720474319,28.774895975527524,701.903,227.21515651023003
26077,G2600770,MI,Kalamazoo County,2016,258605,34.1,81.5401867713308,10.850524931845865,2.3363817404922567,4.286460045242745,4.585758202664295,78.39987625915971,93.6119455182449,36.10072005345757,6.388054481755106,17.48476085963971,49693,24.36976444300072,30.00226402464834,19.750169801848624,7.288866754066663,63.81301125121814,36.18698874878186,736,140900,82.18216044019692,7.5634713775460956,1.5340927373942144,3.965151076358722,59.64622153973364,43.98704584157734,30.062309895756428,561.959,460.1848177536084
26079,G2600790,MI,Kalkaska County,2016,17259,44.6,96.25123124167101,0.6779071788632018,0.5098789037603569,1.3789906715336926,1.6976649863839157,94.92438727620372,86.59226912502021,13.609898107714702,13.407730874979784,16.75123908425773,42612,28.27478310339923,30.109515004977954,10.951500497795477,8.942872397223706,81.80913099132412,18.190869008675865,692,100200,81.34699412385113,11.661895434684345,0.6026819346090101,3.7818291396715384,65.0832029583274,51.68539325842697,28.729910396814105,559.744,30.833738280356734
26081,G2600810,MI,Kent County,2016,629352,34.9,80.87127712313618,9.64944895702246,2.682441622494248,3.5231476185028407,10.155683941578005,74.77564224789943,89.54290595027447,33.657364238637506,10.457094049725528,14.870813953676224,54673,20.95067570448054,32.99910474485228,21.34160378565034,6.323757229928165,68.6895169885322,31.310483011467795,787,144300,81.47985247738943,8.829202178955873,2.0235488831547945,4.241926655719759,66.20923391738074,49.15973909707124,26.132497761862133,848.931,741.3464698544404
26083,G2600830,MI,Keweenaw County,2016,2195,55.1,98.4510250569476,0.9111617312072893,0.1366742596810934,0.09111617312072894,1.0933940774487472,97.67653758542141,94.38596491228071,24.853801169590643,5.614035087719298,17.010545621274645,41472,29.32551319648094,26.68621700879765,9.579667644183774,6.64488017429194,88.4652981427175,11.534701857282501,552,98800,77.8708133971292,10.406698564593302,0.23923444976076555,7.29665071770335,61.87683284457478,49.853372434017594,34.50635386119257,540.112,4.063971916935747
26085,G2600850,MI,Lake County,2016,11415,51.8,87.455102934735,7.244853263250109,0.15768725361366623,4.22251423565484,2.5580376697328076,85.33508541392905,82.10731037638715,9.049307859512641,17.89268962361286,27.239720432059546,30824,40.94219390077378,22.553482020937643,5.461993627674102,12.134772308502237,82.97678652708238,17.023213472917615,574,79100,80.69852941176471,10.569852941176471,0.428921568627451,4.3504901960784315,60.30951297223487,47.0414201183432,34.729176149294496,567.595,20.111170817220025
26087,G2600870,MI,Lapeer County,2016,88310,43.5,95.71169742950968,1.238817800928547,0.4336994677839429,1.6849733891971463,4.509115615445589,92.2387045634696,90.22577182081395,17.77709099189954,9.77422817918605,10.293778003602938,54174,18.71661019018836,35.90377629209024,19.693500625820434,9.160815780675359,82.20838294105077,17.79161705894923,793,141200,85.79009751629762,8.655244868272185,0.5603146382199234,3.2622164754054204,73.72775284671978,58.93702109472785,22.34331593247245,646.983,136.49508565140044
26089,G2600890,MI,Leelanau County,2016,21764,53.3,92.77246829626907,0.500827053850395,0.767322183422165,2.012497702628193,4.00661643080316,90.4245543098695,94.84002886697137,41.13543420736108,5.159971133028626,8.677513558614935,59018,16.440338379341053,33.604185218165625,25.066785396260016,6.591282497342226,86.00845948352627,13.99154051647373,865,243500,73.94587791063562,10.625131109712607,0.6817705055590517,9.827984057058947,69.26758682101514,60.540961709706146,26.357969723953694,347.2,62.684331797235025
26091,G2600910,MI,Lenawee County,2016,98673,41.2,92.56635553798912,2.929879500977978,0.2675503937247271,2.476868038875883,7.668764504981099,87.14744661660231,90.5266742674386,19.932777588581075,9.47332573256141,14.380218368657674,49300,22.831255283178358,33.11496196111581,16.21143279797126,7.388709435899631,77.65743871513102,22.342561284868978,754,119400,83.14062093589652,9.964295003665082,0.2908420231254877,3.163793714974817,66.11369399830939,50.42265426880812,28.959742180896026,749.638,131.62753222221926
26093,G2600930,MI,Livingston County,2016,185841,42.5,96.47763410657497,0.4955849355093871,0.9422032812996056,1.5163499981166697,2.2029584429700657,94.7584225224789,95.11270555868192,34.00237603951729,4.887294441318077,5.944917940409946,76764,11.824319481673665,34.400756848186006,35.2980806444677,5.47599245390186,84.89887189484398,15.101128105156029,939,204000,86.76887821911828,6.80379746835443,0.34701003928415536,4.446748144914885,73.82423347619799,61.38354141880367,21.528603987787225,565.284,328.7568726516229
26095,G2600950,MI,Luce County,2016,6451,44.5,79.53805611533096,7.471709812432181,0.031002945279801578,4.262904975972718,2.821268020461944,78.5459618663773,88.7713588283157,13.83238405207486,11.228641171684297,21.01769911504425,38167,28.670120898100173,31.43350604490501,7.4265975820379975,13.391304347826086,75.25906735751295,24.740932642487046,620,80300,76.3719512195122,12.804878048780488,0.0,4.725609756097561,62.73747841105354,49.91364421416235,32.90155440414508,899.075,7.175152239802018
26097,G2600970,MI,Mackinac County,2016,10998,51.7,74.80450991089289,2.1913075104564466,0.872885979268958,5.85561011092926,1.5184579014366248,74.11347517730496,89.09935668334525,19.108887300452704,10.900643316654754,15.519779208831647,40747,28.04971319311663,27.62906309751434,11.261950286806883,11.243412063244193,73.30783938814531,26.69216061185469,579,124100,68.91495601173021,9.000676742612226,2.8197608842770134,5.368824723663433,60.267686424474185,47.20841300191205,33.346080305927345,1021.879,10.762526678794652
26099,G2600990,MI,Macomb County,2016,859703,40.9,82.71333239502479,10.652748681812207,3.5429677458378066,2.33766777596449,2.4458446696126455,80.8509450356693,89.16689942615726,23.797832075317068,10.83310057384274,12.040564216499059,55951,20.22260713558557,32.5379987193598,22.766477914858083,7.530642831592341,73.01478637800132,26.985213621998682,884,134800,87.38213830939617,7.664230837546626,0.7700255424327104,2.531727904294681,66.09313264068601,48.30639759452098,28.824437211745302,479.35,1793.47658287264
26101,G2601010,MI,Manistee County,2016,24465,48.5,91.56345800122624,2.853055385244226,0.40874718986306974,3.0696913958716534,2.779480891068874,89.57285918659309,90.34197462768891,19.917264202978487,9.658025372311087,16.108515057113188,42530,25.919615114763957,29.598075573819788,12.228124686779593,10.712525869715186,81.64778991680865,18.352210083191338,619,109800,80.41871921182266,9.986565158978951,0.44782803403493054,4.489476041200179,62.38348200861983,49.584043299589055,33.21639771474391,542.325,45.111326234269114
26103,G2601030,MI,Marquette County,2016,67418,38.9,93.31484173366164,1.6449612863033611,0.7638909490047169,2.999199026966092,1.3957696757542497,92.45602064730487,94.51775512490198,30.050408871961466,5.482244875098017,16.5710917837459,46822,26.69912143916632,30.791465409044232,16.186817784201118,7.151374419480357,70.09089871829003,29.909101281709958,644,137700,79.55283710000691,9.167876149008226,0.5667288686156611,3.348538254198632,60.08823641273343,48.081238352413195,31.179401361579128,1809.068,37.266703075837945
26105,G2601050,MI,Mason County,2016,28755,45.8,95.51730133889758,0.8728916710137367,0.584246218049035,1.864023648061207,4.371413667188316,91.83446357155277,91.52896578538102,20.762052877138416,8.471034214618973,16.233857878766493,43497,28.0749322159231,30.58088899843891,12.932380248130803,9.757341689135028,75.94281488784816,24.057185112151835,681,123200,80.91420069432964,9.53876673830385,0.4628864275086791,5.133079847908745,66.05044778572015,51.01470709062526,28.329636020047655,494.969,58.094547335287665
26107,G2601070,MI,Mecosta County,2016,43259,35.8,93.16673986916018,2.6352897662914074,0.8298851106128204,2.3648258165930787,2.068933632307728,91.59250098245451,89.30971980968205,21.206857488105125,10.690280190317953,22.60263747200796,41827,29.84930448222566,29.334106130860384,12.036321483771252,10.74905422446406,73.06156620298815,26.93843379701185,631,111300,77.60261575290477,9.668943772990016,1.0276172125883107,5.021311379692882,60.74832560535807,48.074446161772286,29.340546110252447,555.155,77.922382037449
26109,G2601090,MI,Menominee County,2016,23568,47.8,94.56042090970807,0.2757976917854718,0.280040733197556,2.4609640190088258,1.6250848608282416,93.5633061778683,91.5376617375231,15.85605360443623,8.462338262476894,15.068611374816603,41235,30.45531834498394,30.48365766106178,10.15492159455885,7.089918742744889,78.63215567730965,21.367844322690345,538,93700,80.37679722359941,11.363411006445217,0.13882002974714924,4.313336638572137,60.15492159455885,46.9960324957491,35.57528811638013,1044.041,22.573826123686715
26111,G2601110,MI,Midland County,2016,83559,41.3,93.53510693043239,1.4552591581995955,2.261874842925358,1.7867614499934177,2.5012266781555548,91.81536399430342,94.090632338871,32.885100460989825,5.90936766112899,12.274390243902438,54852,20.8638208371597,31.55789910240839,23.17741505465533,7.636824406647498,74.69265633794471,25.307343662055278,748,131100,85.74109320966143,7.468568211671983,0.8819665978607619,3.313406428437391,67.86444293035518,55.45812720324673,26.32046686613147,518.434,161.1757716507791
26113,G2601130,MI,Missaukee County,2016,15032,43.2,96.84672698243747,0.5721128259712613,0.4590207557211283,1.177488025545503,2.5279403938265035,94.73124002128792,87.70531168955912,13.408894438574585,12.294688310440879,15.03364737550471,42077,27.17781961321239,31.182611672086257,9.63546123566661,8.788458707493007,82.69724456614753,17.302755433852475,718,103900,76.94735093838233,13.22039528317555,0.29895366218236175,4.700215910978243,69.00564778367277,56.15266130412459,26.97244566147527,564.788,26.6152963589878
