county_fips,state,county_name,population_2024,total_votes_2024,dem_margin_2024_pp,p_high_vol,p_high_vol_state_rf,S_persuadability,S_electoral_weight,S_volatility_predicted,S_volatility_predicted_state_rf,S_uncertainty,S_dem_opportunity,S_misfit,DPS,DPS_state_rf,PersuasionScore,PersuasionScore_pooled,state_priority_pct,state_persuasion_pct,old_priority_score,volatility_class,race_entropy_raw,kmeans_cluster_label,new_rank,new_rank_state_rf,persuasion_rank,persuasion_rank_pooled,dps_rank_shift_state_rf,persuasion_rank_shift_pooled,old_rank,rank_change
42015,PA,Bradford County,59858,62384.0,-47.9193382918697,0.11038809687022944,0.09297545935316837,0.2778590559408787,0.16142472716996842,0.11038809687022944,0.09297545935316837,0.007266629557227455,0.5530489812818069,0.002920654080695329,0.2069141744155819,0.20256101503631666,0.15630867545429594,0.1650149942128265,0.21212121212121215,0.2272727272727273,0.128899489718007,Stable,0.1922703594681404,3,53,54,52,54,-1,2,48,-5
42059,PA,Greene County,34835,34472.0,-44.830587143188666,0.13801796332919447,0.1966648585075057,0.316120677872728,0.10492680151987152,0.13801796332919447,0.1966648585075057,0.0023259880523993637,0.5323262941438734,0.0009336271741479922,0.2064238508452012,0.22108557463977901,0.20359429910190274,0.17427085151274713,0.19696969696969702,0.40909090909090906,0.1357696377142819,Moderate,0.2629422033134992,3,54,46,40,51,8,11,42,-12
42123,PA,Warren County,37920,41446.0,-39.246248130096994,0.10880305859236293,0.05605498684322211,0.26023847318118654,0.12071811568323616,0.10880305859236293,0.05605498684322211,0.0008732225632858137,0.6680158990109927,0.00034935403614531484,0.20598556849508864,0.19279855055780343,0.12326664063771672,0.14964067651228713,0.18181818181818177,0.09090909090909094,0.102173574667353,Very Stable,0.1876034029904359,3,55,59,61,60,-4,-1,51,-4
42109,PA,Snyder County,39668,40076.0,-47.03563229863259,0.12415888039287735,0.1942969000813428,0.251279746575569,0.11772758934292242,0.12415888039287735,0.1942969000813428,5.0187709138227454e-05,0.6611569895385337,1.834592745754169e-05,0.20593847101109114,0.22347297593320747,0.18940028402029424,0.15433127417606154,0.16666666666666663,0.31818181818181823,0.0810008939205582,Very Stable,0.196837197922049,3,56,44,46,57,12,11,61,5
42061,PA,Huntingdon County,43653,46312.0,-52.94092243910866,0.09243064255974476,0.08912339653810239,0.31250314179475647,0.13095917747874972,0.09243064255974476,0.08912339653810239,0.0006712085772575538,0.5648613835756505,0.00026810806326008204,0.20461442691317658,0.203787615407766,0.15542727808742773,0.15708090109824893,0.1515151515151515,0.21212121212121215,0.0920552562033786,Very Stable,0.3117901949827127,3,57,52,53,56,5,3,56,-1
42005,PA,Armstrong County,64622,74238.0,-53.18839408389235,0.06108445251693018,0.038683816183816166,0.26514322304379867,0.18143088019041637,0.06108445251693018,0.038683816183816166,0.0012554658621179993,0.6018241030491543,0.000503084623334202,0.20220553739684738,0.1966053783135689,0.13098543390046186,0.14218575206701883,0.13636363636363635,0.12121212121212122,0.0839118013103974,Very Stable,0.1705120703483666,3,58,57,59,61,1,2,59,1
42113,PA,Sullivan County,5888,7442.0,-46.89599570008062,0.17456588236865211,0.08780329246776618,0.23539938515195485,0.01731801926803507,0.17456588236865211,0.08780329246776618,0.0007936716318871495,0.7042041818839067,0.0003173602472870353,0.19488601446355971,0.17319536698833823,0.10708099733888057,0.15046229228932353,0.12121212121212122,0.030303030303030276,0.0959886489442606,Very Stable,0.214064482120964,3,59,65,65,58,-6,-7,54,-5
42047,PA,Elk County,30506,34306.0,-46.98886492158808,0.1959864952754814,0.10789111999112003,0.21148596474301348,0.10453231444585043,0.1959864952754814,0.10789111999112003,0.00231207904741515,0.5283746060056089,0.0009280332513507402,0.1941640235232063,0.17214017970211595,0.13295012979277598,0.17699781743495668,0.10606060606060608,0.13636363636363635,0.1280818212371268,Stable,0.177591375346284,3,60,66,58,50,-6,-8,49,-11
42009,PA,Bedford County,47513,56320.0,-68.61505681818181,0.06262639402020312,0.10183994061494069,0.2571839461272763,0.15045192699124943,0.06262639402020312,0.10183994061494069,0.00043887876311921037,0.6064577594716679,0.00017466967242864406,0.1933946204276943,0.20319800707637867,0.15282893858710178,0.133222165289733,0.09090909090909094,0.18181818181818177,0.0347534242742447,Very Stable,0.160118288518124,3,61,53,55,62,8,7,66,5
42117,PA,Tioga County,40945,43174.0,-51.75337008384676,0.05212327545319379,0.05291784049284049,0.24500519632531995,0.1244204788240131,0.05212327545319379,0.05291784049284049,0.0009028874294048084,0.6671323213615034,0.0003612846502366178,0.1888239384020992,0.18902257966201086,0.1188153390337535,0.11841805651393016,0.0757575757575758,0.0757575757575758,0.091129316691975,Very Stable,0.1695635233195928,3,62,60,62,65,2,3,58,-4
