county_fips,state,county_name,election_year,total_population,median_age,pct_black,pct_asian,pct_two_or_more_races,pct_hispanic,pct_non_hispanic_white,pct_hs_or_higher,pct_bachelors_plus,pct_below_poverty,median_household_income,pct_income_under_25k,pct_income_50k_100k,pct_income_over_100k,unemployment_rate,pct_owner_occupied,median_gross_rent,median_home_value,pct_drive_alone,pct_carpool,pct_public_transit,pct_work_from_home,pct_family_households,pct_married_couple,pct_living_alone,population_density,pct_senior_65plus,pct_young_adult_18_24,pct_foreign_born,dem_votes,rep_votes,total_votes,dem_pct,rep_pct,dem_margin
26021,MI,Berrien County,2016,155134,41.7,14.816223393969086,1.8828883416916988,2.9812935913468355,5.049183286706976,75.30586460737169,89.07125812941563,26.76273803396809,17.88685303366016,45980,26.63209273947529,28.828553996339227,17.90404932404226,7.826664012210498,69.91104974149835,689,137000,82.30254115858116,8.252185864257099,0.5760739246132702,4.474076673392402,65.50207122443081,47.8790019588324,29.440287723579843,273.2218494350954,7.78746116260781,4.4593706086351155,3.877937782820014,29495.0,38647.0,72031.0,40.94764754064222,53.6532881675945,-12.705640626952281
26023,MI,Branch County,2016,43603,40.8,2.302593858220765,0.4265761530169942,1.6925440910029126,4.334564135495264,91.1473981148086,88.06474266795973,13.627395244624283,17.88696834336764,46428,24.37647350787939,34.07991065889068,12.278198287628737,5.526009218457174,76.8147412830376,694,95200,82.31381528731873,8.984843528513792,0.381637771235416,5.064878421110021,67.73793274599826,53.71013773421019,26.21292964387641,86.10200015402509,7.634795770933192,4.06852739490402,1.6696098892278053,5061.0,11786.0,17663.0,28.653116684594913,66.72705655890844,-38.07393987431353
26025,MI,Calhoun County,2016,134691,40.0,10.81215522937687,2.0276039230535075,3.534757333452124,4.832542634622952,78.67415046291141,90.57190583994549,20.75081873530123,17.004150709748437,44681,26.76448981898322,30.305713047900696,14.920228295880502,8.45628890082462,69.60952363013052,697,99400,81.96530569071292,10.064522953247304,0.8144700655807067,3.143290318031169,63.69304375671043,44.41598071163518,31.02337584056961,190.7104900610116,7.110348872604702,4.681084853479446,2.394369334253959,24157.0,31494.0,58902.0,41.012189738888324,53.46847305694203,-12.456283318053707
26027,MI,Cass County,2016,51795,44.6,4.79969108987354,0.7684139395694565,3.2802394053480066,3.4752389226759344,86.66087460179554,87.80581248973783,17.374527940452083,14.861813935383417,47991,22.84401857156969,32.59903190753729,15.400572952682012,8.939509187717682,81.08762224636965,702,128200,84.02012783897729,9.474590869939709,0.1178657237408767,4.297565619475044,69.13958312753137,54.92936876420033,25.832263163093945,105.67712318286152,9.018245004344049,4.1529105125977415,0.7877208224732116,7270.0,14243.0,22595.0,32.175260013277274,63.03606992697499,-30.860809913697715
26029,MI,Charlevoix County,2016,26172,47.3,0.3476998318813999,0.3859086046156197,2.579092159559835,1.723215650313312,94.07764022619594,92.69164083434036,28.49787211684968,12.44568590937306,48603,22.41238793806031,31.658063931902564,17.006248302091823,7.51815129986728,80.17748800144888,670,155100,80.10331467929402,11.269909599655618,0.7834696513129574,5.441239776151528,65.08195236801593,53.0471792085484,29.47568595490356,62.8635937837773,9.995414947271893,3.572520250649549,0.9284731774415406,5137.0,8674.0,14589.0,35.211460689560624,59.455754335458224,-24.2442936458976
26031,MI,Cheboygan County,2016,25579,49.6,0.7349779115680832,0.3713984127604675,3.541968020641933,1.2666640603620156,92.26709410062942,88.8362898611039,18.259376788222443,18.64373191708612,41023,29.57532409476978,29.611086276262853,10.17434063477872,12.59889920880633,81.78810907465356,643,113300,79.09705648369133,12.11217183770883,0.9844868735083532,4.972155926809864,66.58918194009834,52.99955297273134,28.97630755476084,35.760870932880735,11.728370929277924,3.639704445052582,0.4026740685718754,4302.0,8683.0,13672.0,31.46576945582212,63.509362200117025,-32.043592744294905
26033,MI,Chippewa County,2016,38330,39.8,6.689277328463344,1.0044351682755022,6.070962692408036,1.6671014870858334,70.44351682755023,89.52550460105275,19.710682773507024,17.672896645244972,42287,29.960445882775986,31.902193455591515,11.024811218985976,10.08213307939531,69.03272204243078,620,109700,76.82008925597815,12.122826883367749,0.7326983281156332,3.443682142143476,61.74757281553398,48.15533980582524,30.895361380798278,24.593955905404705,7.769371249673885,6.524915210018263,1.6018784242108008,5379.0,9122.0,15456.0,34.80201863354037,59.01915113871635,-24.217132505175982
26035,MI,Clare County,2016,30608,46.5,0.5096706743335077,0.2548353371667538,2.081155253528489,1.8622582331416624,95.08625196027182,84.08098987626546,11.37007874015748,24.198260407675452,34911,34.56417402074624,25.50704443412293,8.871342313051557,12.456382374421814,81.91670537234866,600,83300,80.38204393505252,8.061127029608404,1.2893982808022924,6.141356255969437,64.49914847499613,48.88527635856944,30.639417866542807,54.2342128437701,10.572399372713017,3.6918452692106642,0.4214584422373236,4249.0,8505.0,13389.0,31.73500634849503,63.52229442079319,-31.787288072298157
26037,MI,Clinton County,2016,77245,40.4,1.5185448896368696,1.5871577448378538,2.4558223833257817,4.353679849828468,90.35406822448054,93.68780975066272,30.711898267317224,11.353660294291068,62646,16.16584252567516,34.73149140703344,25.95871226529272,5.2546003561566055,79.81949583318925,778,160000,84.4788498755875,7.586397567044512,1.0810063588609344,4.669615703621786,70.38625125350116,58.573947923510495,23.275355302742145,136.15076434434536,7.184931063499256,4.848210240144994,1.5768010874490257,16492.0,21636.0,40655.0,40.565736071823885,53.21854630426762,-12.652810232443734
26039,MI,Crawford County,2016,13840,49.7,0.5057803468208093,0.6719653179190752,1.7991329479768787,1.7630057803468209,95.2528901734104,87.98062953995156,16.677966101694917,17.163518299881936,41034,27.852902374670187,32.75065963060686,8.756596306068602,10.935622317596566,79.86477572559367,709,93500,75.91510903426791,14.447040498442368,0.4478193146417445,4.147196261682243,64.9736147757256,51.61609498680739,28.759894459102902,24.873520663533515,11.560693641618498,3.6994219653179194,0.7947976878612716,2110.0,4354.0,6844.0,30.829924021040327,63.6177673874927,-32.78784336645237
26041,MI,Delta County,2016,36570,46.6,0.2488378452283292,0.2597757724911129,3.2239540607054966,1.140278917145201,93.46458846048674,92.58825750424768,20.5776854823485,16.5721434528774,42353,29.57132018209408,31.16464339908953,12.08902377339403,7.54405610891731,78.35103692463329,566,103900,80.5347732743478,10.649925183787651,0.6570815171426713,3.3894997072409083,63.44840667678301,49.70283257460799,31.28477491148204,31.227211479181005,9.803117309269894,3.6997538966365875,0.3636860814875581,6436.0,11121.0,18492.0,34.80423967120917,60.13951979234263,-25.335280121133465
26043,MI,Dickinson County,2016,25889,46.5,0.5407702112866468,0.5369075669203136,1.5952721232956082,1.3364749507512843,95.80130557379584,93.6190577475274,23.40210571094332,14.614598884261806,43373,27.84787472035794,29.879194630872487,14.120805369127517,6.872852233676976,79.48098434004474,667,88100,85.33394327538883,8.508691674290942,0.1829826166514181,2.442817932296432,65.93288590604027,51.49888143176734,29.85234899328859,34.02194625139628,9.301247634130325,3.847193788867859,0.3205994824056549,3923.0,8580.0,13165.0,29.798708697303454,65.17280668439042,-35.37409798708697
26045,MI,Eaton County,2016,108544,41.0,6.18919516509434,1.898769162735849,2.8421653891509435,5.160119398584905,83.66745283018868,93.61860762358704,25.227336271285733,11.142648381294965,56472,18.422610913728704,36.06404299899791,20.08973307825453,6.728985300413871,71.04627858249066,794,137300,84.58992133343718,9.04081314744139,0.9268634628865176,2.8059038865955293,64.6966384257994,50.063769700282414,29.72579028878564,188.70358426241597,7.278154481132075,4.566811615566038,1.857311320754717,24938.0,27609.0,56221.0,44.357090766795324,49.10798456092919,-4.750893794133866
26047,MI,Emmet County,2016,33091,44.8,0.6648333383699495,0.5711522770541839,3.520594723640869,1.5291166782508838,91.43573781390712,93.96239143266718,32.88219917362341,10.549978444293895,51096,21.85378959276018,34.1487556561086,17.442024886877828,7.511627906976743,74.5475113122172,774,166100,78.05674758214309,10.22225068852879,0.2369820021776724,5.207199128931019,65.20786199095022,53.238122171945705,27.85633484162896,70.77592365243206,9.059865220150494,4.085703061255326,0.9307666737179294,6972.0,10616.0,18802.0,37.081161578555474,56.46207850228699,-19.38091692373152
26049,MI,Genesee County,2016,413090,39.9,20.242562153525867,0.9847732939553124,3.0099978212980223,3.2501391948485803,72.48710934663148,89.64848589311299,19.90333272287876,20.91253727244193,43246,28.408243305021536,28.650056543394047,14.756622795409156,11.98731557872672,69.32159957652607,720,91800,84.61178379727873,9.11996005492448,1.27137685682187,3.044563724878292,64.34818700223768,43.03132744640408,29.88137917759438,648.5499510161019,6.732431189329202,4.558086615507516,0.924495872570142,102751.0,84175.0,196296.0,52.34492806781596,42.8816685006317,9.46325956718426
26051,MI,Gladwin County,2016,25367,49.1,0.3469073993771435,0.4927661922970789,1.0288958095163008,1.3955138565853276,96.35353017700162,85.13376408394298,13.392428045068616,20.330940988835724,39629,30.107030817494003,28.538475733530174,9.402103709171431,9.335131210455346,83.79774866211478,602,95700,81.93164586492476,8.550099148489444,0.571561880321941,3.3127260002332903,65.1688503413914,51.94685366303746,30.27311312050194,50.55332242565073,11.901289076359049,3.536090195923838,0.25229629045610436,3794.0,8124.0,12472.0,30.420141116100062,65.13790891597178,-34.717767799871716
26053,MI,Gogebic County,2016,15650,48.5,4.523961661341853,0.5431309904153354,1.801916932907348,1.2012779552715656,89.7891373801917,92.74010587345602,17.544744139147973,20.62118848390299,35833,35.18685955394816,25.919228450874023,9.719710669077758,8.488645262333595,77.99879445449066,514,69800,78.90132960111967,11.091672498250524,0.9097270818754376,2.589223233030091,58.49909584086799,44.95177817962628,35.92525617842073,14.1996994926216,10.805111821086262,5.252396166134185,0.5175718849840255,2925.0,4018.0,7329.0,39.90994678673761,54.82330468003821,-14.9133578933006
26055,MI,Grand Traverse County,2016,90715,42.5,1.276525381689908,0.6547979937165849,1.715262084550515,2.6213966819158907,92.67375847434272,94.45620432317176,31.671327698892167,9.801566165387973,55597,19.284194018147197,36.54643217206228,19.83869160972331,5.8485299981113466,76.5430715805982,872,173900,81.2532448477461,9.169093248459404,0.9322588654883636,4.449109500914201,64.2040999215862,50.912960681079866,29.351965946006494,195.36499431446197,7.42876040346139,3.9817009314887284,1.207077109629058,20965.0,27413.0,51589.0,40.63850820911434,53.137296710539076,-12.498788501424734
26057,MI,Gratiot County,2016,41676,39.2,5.679527785775986,0.2639408772434974,1.8499856032248776,5.633937997888474,86.84614646319224,89.56121726822363,14.253361641896673,18.994865498381515,42145,29.48848583656002,29.875687792948845,12.743699476937708,7.987183221672008,73.60912981455064,628,89000,80.10282776349614,8.798200514138818,0.1156812339331619,6.195372750642673,66.75497588479044,50.04415460906189,27.64757828951837,73.32379750977773,7.210384873788271,6.819272482963816,0.5422785296093675,5666.0,9880.0,16465.0,34.4123899180079,60.00607348921956,-25.593683571211663
26059,MI,Hillsdale County,2016,46024,41.9,0.621414913957935,0.275942986268034,1.5535372848948374,2.1184599339475056,95.26334086563531,87.060406123887,16.674140029466404,18.61633802816901,44458,27.74120956399437,31.51054852320675,12.438818565400844,7.598959838197053,77.13080168776372,678,99400,79.97336174746937,9.413958444326052,0.2823654768247203,4.587107085775173,66.81293952180029,53.783403656821385,28.337552742616037,76.94365311827093,8.067529984355987,4.788805840431079,0.38023639840083434,4799.0,14095.0,19940.0,24.067201604814443,70.68706118355065,-46.61985957873621
26061,MI,Houghton County,2016,36565,33.0,0.7712293176534938,2.9755230411595788,2.0347326678517708,1.4467386845343908,92.49282100369206,92.0158656089594,30.96126924871675,22.77452607670132,39080,33.39064135147257,27.784422185677972,12.31873224697264,7.39861276010748,69.46479294363881,644,96100,72.02083333333333,10.930555555555555,0.8750000000000001,4.444444444444445,57.6992076543579,46.55404395275826,31.738675437285096,36.2351514166542,7.488035006153424,14.057158484889923,3.6072747162587175,6018.0,8475.0,15624.0,38.51766513056836,54.24347158218126,-15.725806451612897
26063,MI,Huron County,2016,32021,48.3,0.390368820461572,0.6120983104837451,0.8713032072702289,2.1798194934574187,95.56228724899285,88.6923240484797,14.91813735913247,13.945157711206214,43082,26.33777457688153,31.5304285199856,11.458408354339216,6.6056027278197496,81.23874684911775,597,93000,82.53642820531596,8.398623416562936,0.4246906348392766,4.049205535622757,65.33669427439683,52.72596326971553,31.134317608930505,38.30180689889452,10.589925361481528,3.691327566284626,0.7932294431779144,4579.0,10692.0,15917.0,28.767983916567193,67.17346233586731,-38.405478419300124
26065,MI,Ingham County,2016,284559,31.6,11.176592551983946,5.8072315407349615,5.633278160240934,7.548522450528713,70.95892240273545,92.33657931699176,37.725303980394806,22.22785951857489,46842,27.692183084648757,28.889108875249736,18.436256952068973,8.885421640561425,57.74851959178531,809,119100,76.32437364559176,9.057521955670456,3.367676690871764,3.865718739307304,54.83899998200111,38.4933134145683,32.943357511834265,511.7222131308209,5.125474857586652,9.799022346859527,5.724647612621635,79110.0,43868.0,131138.0,60.32576369930912,33.45178361725816,26.873980082050963
26067,MI,Ionia County,2016,64126,38.2,3.730156254873218,0.3025293952530954,3.198390668371643,4.637744440632504,88.36665315160778,89.31691084715996,15.600591579239268,14.306634937012197,50037,22.22222222222222,36.10550396985601,13.932624590678689,8.154245808171115,77.35163504238999,699,113100,80.36318520189488,12.091134671779834,0.5188360027069705,3.372434017595308,70.5961512582425,53.388956174583946,23.88193603373256,112.24182594692992,5.983532420547048,5.370676480678664,0.7048623023422637,8352.0,16635.0,26854.0,31.101511879049674,61.946078796454906,-30.84456691740523
26069,MI,Iosco County,2016,25373,52.1,0.701533125763607,0.603003192369842,1.3991250541914633,1.9627162732037997,94.46655894060616,88.38937871642403,16.254869797006357,16.891620470796177,38900,28.955847774971694,26.65679700426718,8.856570582600366,11.506876422281586,79.51754767917791,607,85500,81.46112447039964,10.649261422191689,0.1259590060689339,3.4352456200618344,61.56056779587216,47.96655926151703,32.94435252111818,46.176637056692094,13.43948291490955,3.3815473140740155,1.0601820833169118,4345.0,8345.0,13361.0,32.52002095651523,62.45789985779508,-29.937878901279845
26071,MI,Iron County,2016,11393,53.5,0.552971122619152,0.4564206091459668,1.2376020363381024,1.6676906872641095,95.2339155621873,91.67601525689926,18.14000448732331,17.225182910306206,33137,38.12256989446399,26.402518052212557,7.017219033512312,7.693947144075021,82.54027032031105,504,74800,81.61920451871029,8.825606024947048,0.1882795951988703,5.507178159566957,54.89724125162007,43.45491575634141,39.9000185150898,9.770207598688271,13.139647151759853,2.8175195295356796,0.7197401913455631,2004.0,3675.0,5910.0,33.90862944162436,62.182741116751274,-28.27411167512691
26073,MI,Isabella County,2016,70574,27.0,2.486751494884802,1.670586901691841,4.233853827188483,3.702496670161816,86.08977810525123,91.50227211975408,28.19299652499332,28.77306935640009,40706,33.291518290708964,27.322758174166395,14.110553577209451,9.931323103337268,60.946099061184846,705,127100,77.38087724834332,8.034080151467341,1.12969390975071,4.521931208583149,55.73000971188087,40.53496277112334,27.302525089025576,123.23031255456608,4.838892509989515,13.768526652874996,2.343639300592286,11404.0,12338.0,25392.0,44.911783238815374,48.59010712035287,-3.6783238815374943
26075,MI,Jackson County,2016,159483,40.8,8.564549199601212,0.7116745985465536,2.207131794611338,3.3276273960234004,85.06611989992663,89.76731018611532,20.585925371226097,16.741013208493563,47709,26.013519069782745,31.855336085390523,16.36432412874365,8.9474047964614,72.39774353239149,723,115700,82.07763435235472,10.469713986799391,0.5707955751803929,3.389387202486269,66.14476259395096,47.97131720474319,28.774895975527524,227.21515651023003,7.149351341522293,4.798003548967602,0.8790905613764477,25795.0,39793.0,69677.0,37.02082466237066,57.11066779568581,-20.089843133315156
26077,MI,Kalamazoo County,2016,258605,34.1,10.850524931845865,2.3363817404922567,4.286460045242745,4.585758202664295,78.39987625915971,93.6119455182449,36.10072005345757,17.48476085963971,49693,24.36976444300072,30.00226402464834,19.750169801848624,7.288866754066663,63.81301125121814,736,140900,82.18216044019692,7.563471377546095,1.5340927373942144,3.965151076358722,59.64622153973364,43.98704584157734,30.062309895756428,460.1848177536084,5.819686394307921,8.048568279808975,2.4875775797065023,67148.0,51034.0,126299.0,53.16589996753736,40.40728746862604,12.758612498911319
26079,MI,Kalkaska County,2016,17259,44.6,0.6779071788632018,0.5098789037603569,1.3789906715336926,1.6976649863839155,94.92438727620372,86.59226912502021,13.609898107714702,16.75123908425773,42612,28.27478310339923,30.109515004977958,10.951500497795475,8.942872397223706,81.80913099132412,692,100200,81.34699412385113,11.661895434684345,0.6026819346090101,3.7818291396715376,65.0832029583274,51.68539325842697,28.729910396814105,30.833738280356734,9.189408424590068,3.6444753461961876,1.0313459644243583,2280.0,6116.0,8833.0,25.812294803577494,69.24034869240349,-43.42805388882599
26081,MI,Kent County,2016,629352,34.9,9.64944895702246,2.682441622494248,3.5231476185028407,10.155683941578005,74.77564224789943,89.54290595027447,33.657364238637506,14.870813953676224,54673,20.95067570448054,32.99910474485228,21.34160378565034,6.323757229928165,68.6895169885322,787,144300,81.47985247738943,8.829202178955873,2.0235488831547945,4.241926655719759,66.20923391738074,49.15973909707124,26.132497761862133,741.3464698544404,5.287660959208837,4.986557602105022,4.714690665954823,138683.0,148180.0,308184.0,45.00006489629572,48.08166549853334,-3.0816006022376214
26083,MI,Keweenaw County,2016,2195,55.1,0.9111617312072892,0.1366742596810934,0.0911161731207289,1.0933940774487472,97.6765375854214,94.38596491228073,24.853801169590643,17.010545621274645,41472,29.32551319648094,26.68621700879765,9.579667644183774,6.64488017429194,88.4652981427175,552,98800,77.8708133971292,10.406698564593302,0.2392344497607655,7.29665071770335,61.87683284457478,49.8533724340176,34.50635386119257,4.063971916935747,16.355353075170843,3.462414578587699,0.5466970387243736,527.0,814.0,1434.0,36.750348675034864,56.76429567642957,-20.013947001394705
26085,MI,Lake County,2016,11415,51.8,7.244853263250109,0.1576872536136662,4.22251423565484,2.558037669732808,85.33508541392905,82.10731037638715,9.04930785951264,27.239720432059546,30824,40.94219390077378,22.553482020937643,5.461993627674102,12.134772308502235,82.97678652708238,574,79100,80.69852941176471,10.569852941176473,0.428921568627451,4.350490196078432,60.30951297223487,47.0414201183432,34.729176149294496,20.111170817220025,13.771353482260185,3.3639947437582127,0.7271134472185721,1939.0,3159.0,5328.0,36.39264264264264,59.29054054054054,-22.8978978978979
26087,MI,Lapeer County,2016,88310,43.5,1.238817800928547,0.4336994677839429,1.6849733891971463,4.509115615445589,92.2387045634696,90.22577182081396,17.77709099189954,10.293778003602938,54174,18.71661019018836,35.90377629209024,19.693500625820437,9.16081578067536,82.20838294105077,793,141200,85.79009751629762,8.655244868272185,0.5603146382199234,3.2622164754054204,73.72775284671978,58.93702109472785,22.34331593247245,136.49508565140044,7.412524062960027,4.485335749065791,1.2580681689502886,12734.0,30037.0,45183.0,28.183166235088418,66.47854281477547,-38.295376579687044
26089,MI,Leelanau County,2016,21764,53.3,0.500827053850395,0.767322183422165,2.012497702628193,4.00661643080316,90.4245543098695,94.84002886697137,41.13543420736108,8.677513558614935,59018,16.440338379341053,33.604185218165625,25.066785396260016,6.591282497342226,86.00845948352627,865,243500,73.94587791063562,10.625131109712608,0.6817705055590517,9.827984057058949,69.26758682101514,60.54096170970615,26.35796972395369,62.68433179723503,13.366109171108251,3.446057709979783,1.5162653923911047,6774.0,7239.0,14757.0,45.9036389510063,49.05468591177068,-3.1510469607643827
26091,MI,Lenawee County,2016,98673,41.2,2.929879500977978,0.2675503937247271,2.476868038875883,7.668764504981099,87.14744661660231,90.5266742674386,19.932777588581075,14.380218368657674,49300,22.83125528317836,33.11496196111581,16.21143279797126,7.388709435899631,77.65743871513102,754,119400,83.14062093589652,9.964295003665082,0.2908420231254877,3.163793714974817,66.11369399830939,50.42265426880812,28.959742180896026,131.62753222221926,7.414388941250392,5.206084744560315,0.9242649965036029,16750.0,26430.0,45939.0,36.46139445786804,57.53281525501208,-21.071420797144043
26093,MI,Livingston County,2016,185841,42.5,0.4955849355093871,0.9422032812996056,1.5163499981166697,2.2029584429700657,94.7584225224789,95.11270555868192,34.00237603951729,5.944917940409946,76764,11.824319481673664,34.400756848186006,35.2980806444677,5.47599245390186,84.89887189484398,939,204000,86.76887821911828,6.80379746835443,0.3470100392841553,4.446748144914885,73.82423347619799,61.38354141880367,21.528603987787225,328.7568726516229,6.848865427973375,4.269779004632992,1.078879256999263,34384.0,65680.0,105866.0,32.47879394706516,62.040692951466944,-29.561899004401788
26095,MI,Luce County,2016,6451,44.5,7.471709812432181,0.0310029452798015,4.262904975972718,2.821268020461944,78.5459618663773,88.7713588283157,13.83238405207486,21.01769911504425,38167,28.670120898100173,31.43350604490501,7.426597582037997,13.391304347826086,75.25906735751295,620,80300,76.3719512195122,12.804878048780488,0.0,4.725609756097561,62.73747841105354,49.91364421416235,32.90155440414508,7.175152239802018,10.122461633855217,5.735544876763292,1.1316075027127577,681.0,1756.0,2579.0,26.40558355951919,68.0884063590539,-41.68282279953472
26097,MI,Mackinac County,2016,10998,51.7,2.1913075104564466,0.872885979268958,5.85561011092926,1.5184579014366248,74.11347517730496,89.09935668334525,19.108887300452704,15.519779208831649,40747,28.04971319311663,27.62906309751434,11.261950286806885,11.243412063244191,73.30783938814531,579,124100,68.91495601173021,9.000676742612226,2.819760884277013,5.368824723663433,60.267686424474185,47.20841300191205,33.346080305927345,10.762526678794652,12.556828514275322,3.727950536461175,1.4275322785961084,2085.0,3744.0,6097.0,34.19714613744465,61.407249466950965,-27.210103329506317
26099,MI,Macomb County,2016,859703,40.9,10.652748681812207,3.5429677458378066,2.33766777596449,2.445844669612645,80.8509450356693,89.16689942615726,23.797832075317068,12.04056421649906,55951,20.22260713558557,32.5379987193598,22.766477914858083,7.530642831592341,73.01478637800132,884,134800,87.38213830939617,7.664230837546626,0.7700255424327104,2.531727904294681,66.09313264068601,48.30639759452098,28.824437211745305,1793.47658287264,6.619379018102764,4.358947217818247,4.06826543585401,176317.0,224665.0,419312.0,42.04911855611096,53.579434883809675,-11.530316327698714
