kmeans_cluster_label,vol_quintile_num,vol_z_abs_sum,race_entropy_norm,median_age,pct_black,pct_asian,pct_two_or_more_races,pct_hispanic,pct_hs_or_higher,pct_bachelors_plus,pct_below_poverty,pct_income_under_25k,pct_income_50k_100k,unemployment_rate,pct_owner_occupied,pct_drive_alone,pct_carpool,pct_public_transit,pct_work_from_home,pct_family_households,pct_married_couple,pct_living_alone,pct_senior_65plus,pct_young_adult_18_24,pct_foreign_born,total_population,population_density,median_household_income,median_home_value,median_gross_rent
0,3.2127659574468086,0.09516688899423863,0.8397597217200143,38.8531914893617,15.683730597269696,1.973449354523947,8.475278044245448,10.321474668389667,90.2567076032929,28.43544627217013,14.741611620300263,17.45756944369254,30.903924187916733,5.47186464052707,68.70405331654752,75.87258546608601,9.125236125154833,0.6223741183346999,10.724069751182986,63.62499881824241,45.549408273181356,29.648548979410503,7.991236031323313,5.61819538531655,3.41048134764132,240664.8510638298,444.3424895091393,66384.23404255319,230327.6595744681,1057.3617021276596
1,3.0,0.018917483427766797,-0.13108592265667124,43.727659574468085,5.028817663808917,1.5778353156749612,6.450304079429399,7.149199164325841,92.69769199056597,33.026708348637804,9.024598760896522,12.185969945906304,30.781986882103382,4.109704119807492,78.94436514956962,75.30115638570491,7.786699557061739,0.41410464685526466,13.175408122277867,68.3445509214391,54.82899464330079,26.104543870565358,9.74208638795352,4.085454231007832,2.227039808941268,147885.1914893617,254.61240474971245,83167.85106382979,299008.5106382979,1145.595744680851
2,4.607142857142857,2.2030946312015134,1.2037215461890116,43.732142857142854,34.79924032918522,0.57939925074173,6.3061097006806985,8.396694732214504,84.38978094361327,17.10064265300204,20.76791067576848,25.421822890151383,29.505670740414228,6.424087883566514,68.70116297335603,79.28433775180223,11.274691457144604,0.180550894203339,6.433444416074289,64.22093988537691,41.7603003961288,31.61790150957882,9.720211745408871,4.11606688065342,3.1663861342906885,37505.53571428572,74.6824231769257,49953.92857142857,142764.2857142857,813.0
3,2.4434782608695653,-0.6351307333715704,-0.7346545064402129,47.23913043478261,3.1085478684465393,0.511868573384029,5.158616217260632,3.585858723823353,90.7919936824317,21.325267722114603,13.464323162669361,18.543765090707478,32.72990111272088,5.148513073168402,79.29833669107073,77.91215465795568,9.122650775491985,0.3696201737171234,8.606683477911398,63.45658166749539,49.50941442196634,30.878077209936787,11.859870688563037,3.930874144284449,0.9853781598640826,41693.72173913044,71.45847688774502,60821.28695652174,178760.0,818.7478260869565
4,3.6923076923076925,0.4608783969426132,1.3441074147196135,37.36923076923077,16.842112320501197,7.043569895235402,8.04399666521884,8.913248071403162,93.55347016355935,50.29134458174916,11.76286527413097,13.623598861628203,26.45404496692581,4.931033711252942,63.62604050305171,61.46209272225254,6.876425756251843,3.8584599885611484,22.11562552205409,59.22777066810285,44.71986701925668,31.920537226567426,7.104174375729459,6.087805072281986,6.3327768062087495,747693.7692307692,2072.078617483954,89469.61538461539,360169.23076923075,1442.4615384615386
